1	188	187
256	335	79
5021	5232	211
5531	8236	2705
9192	9304	112
11316	12161	845
14080	14166	86
15299	15443	144
16558	17487	929
18656	18713	57
19621	21179	1558
21400	21405	5
22349	22389	40
25702	25824	122
27228	27291	63
28208	28372	164
29196	29649	453
30800	30815	15
34039	34298	259
34696	42401	7705
43174	43186	12
44130	44178	48
45751	45805	54
47139	47244	105
49632	49821	189
50303	57362	7059
58180	58472	292
59270	62377	3107
63137	63736	599
65502	65515	13
71189	71189	0
74816	74867	51
79349	79407	58
80561	80659	98
81579	81807	228
82322	82381	59
85089	85146	57
85538	87546	2008
88592	92835	4243
94240	96194	1954
96961	97119	158
99785	99797	12
101692	102014	322
103441	105717	2276
108317	108490	173
108855	111185	2330
112738	115533	2795
116072	116881	809
118577	118679	102
119122	119183	61
120415	121070	655
121975	136207	14232
138639	138832	193
141369	141586	217
143832	143880	48
147549	149209	1660
150633	150712	79
151059	153339	2280
154859	154986	127
156413	156565	152
157725	163976	6251
164704	164959	255
165813	165957	144
166685	166974	289
167534	167623	89
168822	169005	183
169769	169779	10
170639	170648	9
172003	172030	27
174465	174584	119
175072	175073	1
176101	176203	102
176661	176662	1
179194	179228	34
182713	182723	10
183685	183781	96
185925	185979	54
186371	186433	62
187734	188393	659
189360	189371	11
190084	196935	6851
197513	203269	5756
204075	205224	1149
206027	206028	1
206654	208918	2264
209643	210169	526
210903	211437	534
212225	213292	1067
213483	214445	962
214921	217645	2724
218226	218429	203
219199	220814	1615
221566	221739	173
222239	224174	1935
224932	225000	68
226058	226107	49
226403	226403	0
226804	226811	7
227266	227581	315
227790	227804	14
228307	230079	1772
230540	230629	89
231876	231931	55
232335	233714	1379
234820	234829	9
236085	243568	7483
245083	245156	73
245584	246173	589
247283	248651	1368
250976	255583	4607
256515	256527	12
258497	258721	224
260106	260115	9
261728	266272	4544
267006	277763	10757
278380	286884	8504
287114	289129	2015
290019	290054	35
291228	294999	3771
295856	296380	524
297102	297110	8
299228	304235	5007
306271	307143	872
308234	310052	1818
310660	310697	37
313100	314012	912
315226	315325	99
315867	319859	3992
321135	323785	2650
324750	324760	10
327202	328804	1602
332974	333014	40
333685	335192	1507
336415	336425	10
337522	338146	624
338361	339939	1578
340202	340300	98
341718	341834	116
342157	342256	99
343374	344317	943
344778	344958	180
345485	345532	47
345726	345981	255
346661	346730	69
347017	347222	205
347506	348697	1191
349608	355695	6087
356387	356442	55
357740	358144	404
359466	359539	73
360915	361068	153
362888	363564	676
364637	364690	53
365820	365840	20
366175	366200	25
368050	368058	8
369032	369158	126
369508	371555	2047
372007	372008	1
373114	373200	86
373673	373690	17
374112	374187	75
375663	380102	4439
381553	383236	1683
383730	393025	9295
393345	393686	341
394987	395230	243
395856	395979	123
397256	397441	185
399798	400004	206
400279	400468	189
402342	402490	148
402864	402955	91
403356	405965	2609
406786	406936	150
407397	407424	27
410973	411151	178
411492	411519	27
412808	413932	1124
414507	415225	718
415581	424314	8733
424964	425089	125
428454	429435	981
429815	429965	150
430519	430645	126
432579	432629	50
433566	433673	107
435550	435728	178
436375	436608	233
437573	438678	1105
439985	443467	3482
445122	446771	1649
447115	450194	3079
451129	451129	0
452424	452546	122
452956	454472	1516
455918	458286	2368
461386	461814	428
466097	466134	37
467686	471004	3318
471489	471564	75
472382	472469	87
474253	474263	10
475042	475139	97
476020	476049	29
477643	477700	57
479064	479118	54
480422	480441	19
481589	485233	3644
486903	486910	7
488172	488180	8
489888	493164	3276
494552	496765	2213
497310	497527	217
498222	498250	28
500856	500889	33
501875	501883	8
502401	505004	2603
505243	505386	143
506560	506615	55
506803	506868	65
507203	507455	252
508984	509446	462
510000	510007	7
510807	511019	212
512426	512509	83
512895	515951	3056
517065	518433	1368
518642	519387	745
519935	520213	278
520653	521428	775
521616	522234	618
522986	534153	11167
535529	535684	155
536019	536032	13
537258	537267	9
540413	540512	99
541891	546389	4498
546544	546618	74
547733	551368	3635
552495	552495	0
556594	556807	213
557943	560853	2910
562106	563438	1332
564616	564623	7
566236	566247	11
567853	567853	0
568269	568447	178
570555	570735	180
570935	572139	1204
573302	577498	4196
578064	578306	242
579874	580641	767
581882	590788	8906
593098	595110	2012
595673	595845	172
596057	596584	527
597374	597500	126
597706	613571	15865
614056	615264	1208
617398	618061	663
620219	629211	8992
630325	631693	1368
631902	632647	745
633195	633473	278
633913	634688	775
634876	635494	618
636246	647413	11167
648789	648944	155
649279	649292	13
650518	650527	9
653673	653772	99
655151	659649	4498
659804	659878	74
660993	664628	3635
665755	665755	0
669854	670067	213
671203	674113	2910
675366	676698	1332
677876	677883	7
679496	679507	11
681113	681113	0
681529	681707	178
683815	683995	180
684195	685399	1204
686562	690758	4196
691324	691566	242
693134	693901	767
695142	704048	8906
706358	708370	2012
708933	709105	172
709317	709844	527
710634	710760	126
710966	726831	15865
727316	728524	1208
730658	731321	663
733479	746914	13435
748092	755757	7665
757706	757906	200
759573	760147	574
761556	761603	47
761932	764800	2868
765348	765371	23
767014	767225	211
767722	780947	13225
781156	781396	240
785918	786033	115
788035	788258	223
788515	788638	123
789777	789905	128
790669	790814	145
792741	794640	1899
795386	795406	20
797715	797748	33
798542	806990	8448
809489	809502	13
810221	810519	298
813323	813335	12
814555	814827	272
816865	817797	932
819776	819791	15
822427	823271	844
824842	824855	13
825997	826009	12
826418	826565	147
827661	827662	1
828093	828155	62
829423	829553	130
830848	830880	32
831404	831411	7
832205	833898	1693
834944	834979	35
835701	837446	1745
838501	847922	9421
848074	848238	164
849703	849703	0
850764	851735	971
852733	853908	1175
854963	855036	73
856472	856652	180
858916	862493	3577
866099	866675	576
868699	870193	1494
871185	871204	19
871719	871719	0
872899	873033	134
873740	873942	202
874658	877779	3121
878192	884021	5829
885388	886219	831
888372	888397	25
889362	889500	138
890588	895481	4893
896410	903599	7189
904117	905820	1703
906092	906332	240
907917	909112	1195
910707	916791	6084
917456	919717	2261
922543	922560	17
924101	924116	15
925039	925039	0
925953	926128	175
928479	928484	5
929815	931397	1582
931783	931891	108
933009	933876	867
935081	936822	1741
938057	940572	2515
941111	943238	2127
943618	944062	444
945058	945116	58
946021	946106	85
946585	946933	348
948048	948140	92
949276	949283	7
951081	951138	57
951629	951667	38
952797	957742	4945
958895	969622	10727
971283	972384	1101
975445	976062	617
976385	976413	28
978692	985744	7052
986241	986373	132
990365	990521	156
991135	991143	8
992489	992577	88
993872	994108	236
996555	996563	8
998048	999020	972
1000171	1000378	207
1001811	1002817	1006
1003410	1009911	6501
1010606	1010802	196
1011893	1011961	68
1013247	1013413	166
1014180	1014350	170
1015036	1015144	108
1016820	1016977	157
1017264	1017469	205
1019736	1019770	34
1022504	1022538	34
1023773	1023822	49
1024750	1024901	151
1025797	1026686	889
1028793	1028798	5
1033938	1034196	258
1036046	1036224	178
1036775	1036799	24
1037449	1043771	6322
1046386	1051017	4631
1051559	1051639	80
1052343	1052365	22
1056029	1056038	9
1056583	1056588	5
1057809	1057917	108
1058930	1059101	171
1059646	1060993	1347
1063104	1063113	9
1065023	1065150	127
1066406	1066408	2
1068611	1068864	253
1069034	1071634	2600
1072089	1074287	2198
1074919	1077620	2701
1079677	1081095	1418
1081511	1083213	1702
1083494	1085288	1794
1088199	1088215	16
1090758	1090889	131
1092436	1092445	9
1093584	1093766	182
1095067	1102982	7915
1103682	1104610	928
1104825	1104996	171
1105392	1109410	4018
1110441	1111233	792
1115550	1117185	1635
1118444	1118734	290
1119978	1121230	1252
1121406	1127391	5985
1128032	1132454	4422
1133965	1134505	540
1135337	1135392	55
1136522	1136525	3
1137799	1138141	342
1139208	1146025	6817
1148722	1149988	1266
1151317	1152552	1235
1153493	1153545	52
1154285	1154306	21
1154863	1154962	99
1155456	1158617	3161
1159075	1159113	38
1159571	1159627	56
1159962	1160080	118
1160394	1160486	92
1162445	1164001	1556
1168075	1168245	170
1168475	1171473	2998
1172528	1180228	7700
1180815	1180823	8
1182398	1182505	107
1184043	1185684	1641
1186103	1186104	1
1186511	1186520	9
1187218	1187240	22
1188451	1188468	17
1189226	1189395	169
1190180	1190230	50
1190931	1190940	9
1192981	1193044	63
1194690	1194699	9
1195655	1199168	3513
1199491	1199606	115
1200568	1201460	892
1201984	1202033	49
1202209	1202287	78
1203360	1203425	65
1204381	1204394	13
1205326	1205336	10
1206073	1206281	208
1206520	1206605	85
1207849	1207966	117
1208778	1208778	0
1211435	1211443	8
1212243	1212535	292
1213971	1216551	2580
1216913	1216913	0
1217293	1217304	11
1218753	1218761	8
1219789	1219809	20
1220354	1220751	397
1222058	1222265	207
1222807	1223739	932
1223999	1230093	6094
1233233	1233259	26
1234173	1234186	13
1235028	1240510	5482
1241739	1249789	8050
1251042	1255251	4209
1255490	1255530	40
1255805	1255831	26
1256100	1256210	110
1256461	1256790	329
1258316	1258445	129
1258666	1259063	397
1261687	1262726	1039
1262914	1263026	112
1263372	1266062	2690
1266433	1267143	710
1267472	1267541	69
1268203	1268277	74
1268741	1270229	1488
1271919	1274400	2481
1275122	1277033	1911
1278334	1278341	7
1279414	1282642	3228
1283256	1284190	934
1284447	1284622	175
1285065	1290528	5463
1292450	1298253	5803
1298534	1303176	4642
1304435	1304474	39
1306781	1306782	1
1307594	1307627	33
1308484	1311581	3097
1311814	1311969	155
1312667	1313246	579
1314643	1317419	2776
1318813	1319326	513
1325991	1326171	180
1326449	1328668	2219
1329615	1329704	89
1330720	1330919	199
1331830	1332989	1159
1333609	1338060	4451
1338710	1340222	1512
1341856	1341939	83
1342862	1342874	12
1343785	1343794	9
1345811	1349757	3946
1351010	1360410	9400
1360634	1360806	172
1361207	1361290	83
1362887	1365171	2284
1365815	1366128	313
1366940	1367416	476
1368517	1368730	213
1369287	1371319	2032
1376883	1376890	7
1377225	1377290	65
1378720	1378750	30
1379907	1387276	7369
1389889	1389889	0
1390773	1393944	3171
1396955	1398507	1552
1399229	1401438	2209
1402079	1410638	8559
1412139	1412164	25
1414062	1414270	208
1415148	1416750	1602
1417802	1418466	664
1421066	1421273	207
1422250	1422578	328
1422709	1422709	0
1422879	1423249	370
1425927	1426748	821
1427515	1427661	146
1427972	1427976	4
1429148	1429339	191
1430405	1448538	18133
1449305	1449329	24
1449889	1450161	272
1452933	1452968	35
1454236	1455497	1261
1456168	1456219	51
1456805	1456811	6
1457035	1457107	72
1457424	1457634	210
1459316	1459327	11
1460622	1460640	18
1462353	1462381	28
1463436	1463452	16
1464243	1464250	7
1468228	1468239	11
1469323	1469365	42
1470273	1471535	1262
1473993	1474138	145
1475682	1476348	666
1477316	1479409	2093
1480311	1480645	334
1482261	1483494	1233
1484513	1484783	270
1485043	1492159	7116
1493070	1493397	327
1493963	1495468	1505
1496454	1496929	475
1498305	1506089	7784
1506580	1507783	1203
1508082	1508102	20
1508527	1508537	10
1509397	1509401	4
1510150	1510170	20
1510733	1510763	30
1511006	1511200	194
1512660	1512795	135
1513401	1513872	471
1516405	1516467	62
1520407	1529675	9268
1529944	1531668	1724
1534492	1534497	5
1534826	1536136	1310
1537638	1542544	4906
1543476	1543485	9
1543775	1543781	6
1544530	1544542	12
1545042	1545047	5
1550718	1550742	24
1552058	1552156	98
1553681	1554009	328
1559129	1562838	3709
1563701	1563761	60
1566070	1566238	168
1567742	1567755	13
1569515	1569526	11
1570821	1571678	857
1575583	1575852	269
1576655	1576849	194
1578291	1579519	1228
1580052	1580294	242
1580470	1581087	617
1582730	1583905	1175
1585251	1585473	222
1587131	1587268	137
1587495	1587555	60
1588097	1589190	1093
1590775	1591074	299
1591745	1592274	529
1593485	1594789	1304
1595328	1595398	70
1597362	1597903	541
1598082	1598104	22
1598544	1598620	76
1600029	1600271	242
1601419	1601434	15
1604176	1604195	19
1605622	1606006	384
1606182	1606265	83
1606501	1607644	1143
1608684	1608879	195
1609547	1611924	2377
1612988	1614864	1876
1615484	1615557	73
1615772	1616507	735
1619024	1619203	179
1620259	1620433	174
1621572	1621669	97
1621905	1622641	736
1623489	1636018	12529
1639068	1639078	10
1640611	1645242	4631
1645676	1689137	43461
1692689	1692698	9
1693723	1693747	24
1694625	1694646	21
1694939	1694993	54
1695754	1702451	6697
1703335	1703410	75
1704528	1704675	147
1705868	1706767	899
1707204	1707221	17
1707607	1707636	29
1707857	1708979	1122
1710169	1712420	2251
1712941	1715164	2223
1715913	1715999	86
1716688	1716862	174
1717068	1720686	3618
1720955	1721269	314
1721862	1724403	2541
1724639	1724694	55
1725107	1729502	4395
1729717	1733544	3827
1733852	1734052	200
1734387	1735581	1194
1735991	1736155	164
1736443	1736470	27
1736691	1737256	565
1737635	1737725	90
1739187	1744791	5604
1745135	1745167	32
1745730	1746548	818
1746856	1747052	196
1749481	1749539	58
1751965	1751973	8
1753449	1753489	40
1754106	1754298	192
1755557	1758682	3125
1759938	1760359	421
1760670	1760943	273
1761767	1762896	1129
1763933	1767410	3477
1768357	1768540	183
1769925	1769959	34
1770684	1771133	449
1771864	1771865	1
1773169	1773242	73
1774174	1777559	3385
1778737	1778835	98
1780346	1788338	7992
1789933	1789940	7
1791115	1791216	101
1792220	1793542	1322
1793760	1793843	83
1794286	1794360	74
1798796	1798797	1
1799420	1799421	1
1800754	1801362	608
1802867	1802970	103
1803578	1808469	4891
1808939	1809857	918
1812729	1814700	1971
1815218	1815252	34
1816352	1816430	78
1816840	1816940	100
1817590	1817680	90
1822299	1823028	729
1823846	1823971	125
1824555	1828504	3949
1829718	1830006	288
1831157	1832050	893
1833426	1835293	1867
1835601	1835724	123
1837331	1844291	6960
1845706	1846014	308
1846253	1857667	11414
1858782	1859208	426
1859567	1859664	97
1860881	1861105	224
1862373	1862382	9
1863251	1863279	28
1864040	1865789	1749
1866943	1868210	1267
1868977	1868994	17
1869935	1869988	53
1871570	1871570	0
1873273	1876038	2765
1876874	1877028	154
1878077	1878206	129
1878400	1893743	15343
1893868	1894963	1095
1895895	1895993	98
1896286	1896389	103
1897252	1897973	721
1898644	1898804	160
1899397	1899527	130
1900921	1902460	1539
1904724	1911051	6327
1911881	1912108	227
1912998	1921021	8023
1921830	1921994	164
1922707	1922709	2
1923389	1923401	12
1924659	1924666	7
1925835	1925850	15
1927996	1928060	64
1929370	1930083	713
1930493	1930964	471
1932310	1937430	5120
1939289	1939453	164
1940472	1940480	8
1941124	1951364	10240
1952362	1952443	81
1953330	1955501	2171
1957438	1957548	110
1958834	1958978	144
1960456	1960634	178
1962127	1962167	40
1962673	1962945	272
1963394	1964266	872
1965450	1965502	52
1965852	1966308	456
1967336	1970505	3169
1971593	1971781	188
1973229	1973258	29
1974385	1974438	53
1975406	1981960	6554
1982307	1982666	359
1983028	1984763	1735
1985344	1985525	181
1986892	1987020	128
1988621	1990641	2020
1991615	1991675	60
1992478	1992479	1
1993342	1993394	52
1993855	1994281	426
1994850	1997518	2668
1997760	1998869	1109
2000245	2004851	4606
2008739	2008816	77
2010258	2010373	115
2010612	2010714	102
2010908	2013701	2793
2013934	2014033	99
2014692	2014713	21
2015378	2019474	4096
2020655	2025245	4590
2026117	2026242	125
2027687	2031255	3568
2032795	2034844	2049
2035449	2039425	3976
2040809	2040859	50
2041257	2041295	38
